brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Hyundai,Hatchback,2016,4,Petrol + CNG,Manual,1.2,70.0,Good,1,Private,18.6,81.8,5,Mid-Range,470000,10.0,7.0,100.0,2
Mahindra,SUV,2017,10,Diesel,Manual,2.5,110.0,Excellent,1,Private,16.0,63.0,9,Mid-Range,650000,8.5,12.9,72.2,2
Tata,SUV,2014,10,Diesel,Manual,2.2,77.5,Good,2,Private,14.0,138.1,7,Budget,540000,11.5,6.7,132.2,1
Maruti Suzuki,Hatchback,2015,10,Diesel,Manual,1.2,100.0,Good,2,Private,25.2,74.0,5,Budget,459999,10.5,9.5,110.2,1
Renault,Hatchback,2019,10,Petrol,Manual,0.8,14.7,Excellent,1,Private,25.2,53.3,5,Budget,325000,6.5,2.3,42.2,1
Maruti Suzuki,Minivan,2016,6,Petrol,Manual,0.8,40.0,Good,1,Private,16.8,34.2,5,Budget,240000,9.8,4.1,96.0,1
Mahindra,Hatchback,2017,12,Electric (EV),Manual,1.2,32.0,Good,2,Private,18.2,82.0,6,Mid-Range,400000,8.3,3.9,68.9,2
Maruti Suzuki,Hatchback,2004,11,Petrol,Manual,0.8,70.0,Fair,2,Private,19.7,46.3,5,Budget,70000,21.4,3.3,458.0,1
Maruti Suzuki,Sedan,2009,1,Petrol,Manual,1.3,80.0,Good,1,Private,17.5,85.8,5,Budget,250000,17.2,4.7,295.8,1
Toyota,MUV,2014,5,Diesel,Manual,2.5,80.0,Good,2,Private,13.0,100.6,8,Mid-Range,910000,11.9,6.7,141.6,2
Maruti Suzuki,Sedan,2018,4,Diesel,Manual,1.2,25.0,Excellent,1,Private,28.4,74.0,5,Budget,720000,8.0,3.1,64.0,1
Maruti Suzuki,Sedan,2015,4,Diesel,Manual,1.2,50.0,Fair,1,Bharat,26.6,74.0,5,Budget,590000,11.0,4.5,121.0,1
Chevrolet,Sedan,2015,7,Diesel,Manual,2.5,120.0,Good,1,Private,13.6,72.4,10,Budget,434000,10.8,11.1,116.6,1
Mahindra,Hatchback,2006,9,Diesel + CNG,Manual,2.5,170.0,Fair,1,Private,13.6,63.0,7,Mid-Range,145000,19.6,8.7,384.2,2
Mahindra,Sedan,2018,8,Petrol,Manual,1.2,19.7,Excellent,1,Private,18.2,82.0,5,Mid-Range,445000,7.7,2.6,59.3,2
Hyundai,Hatchback,2011,11,Petrol + CNG,Manual,1.1,70.0,Good,1,Private,13.4,62.1,5,Mid-Range,191000,14.4,4.9,207.4,2
Ford,Hatchback,2018,12,Diesel,Manual,1.5,50.0,Good,4,Private,25.8,99.0,5,Mid-Range,372000,7.3,6.8,53.3,2
Maruti Suzuki,Hatchback,2005,8,Petrol + CNG,Manual,1.0,90.0,Good,2,Private,18.9,67.1,5,Budget,65000,20.7,4.3,428.5,1
Hyundai,Hatchback,2007,5,Petrol + CNG,Manual,1.5,60.0,Fair,3,Private,18.0,80.0,5,Mid-Range,150000,18.9,3.2,357.2,2
Ford,Hatchback,2015,6,Diesel,Manual,1.4,140.0,Fair,1,Private,20.0,68.0,5,Mid-Range,300000,10.8,13.0,116.6,2
Mahindra,SUV,2003,2,Diesel,Manual,2.6,120.0,Fair,3,Private,12.7,116.6,8,Mid-Range,125000,23.2,5.2,538.2,2
Tata,Hatchback,2017,11,Petrol,Manual,1.2,40.0,Excellent,1,Private,20.3,84.0,5,Budget,520000,8.4,4.8,70.6,1
Maruti Suzuki,SUV,2014,3,Petrol,Manual,0.8,70.0,Good,3,Private,22.7,47.3,5,Budget,190000,12.1,5.8,146.4,1
Datsun,Hatchback,2018,5,Petrol,Manual,1.0,7.0,Excellent,1,Taxi,22.5,67.0,5,Budget,310000,7.9,0.9,62.4,1
Toyota,MUV,2012,2,Diesel,Manual,2.5,90.0,Excellent,1,Private,12.8,102.0,8,Mid-Range,750000,14.2,6.3,201.6,2
Mahindra,Sedan,2016,3,Diesel,Automatic,1.5,110.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,750000,10.1,10.9,102.0,2
Maruti Suzuki,Hatchback,2019,4,Petrol,Manual,1.0,15.0,Excellent,1,Private,24.0,67.0,5,Budget,350000,7.0,2.1,49.0,1
Maruti Suzuki,SUV,2020,6,Petrol,Manual,0.8,5.0,Excellent,1,Private,22.0,47.3,5,Budget,360000,5.8,0.9,33.6,1
Renault,Hatchback,2017,5,Petrol,Manual,0.8,5.0,Excellent,1,Private,25.2,53.3,5,Budget,285000,8.9,0.6,79.2,1
Maruti Suzuki,Sedan,2013,10,Petrol + CNG,Manual,0.8,70.0,Fair,2,Private,22.7,47.3,5,Budget,160000,12.5,5.6,156.2,1
Datsun,Hatchback,2015,4,Petrol,Manual,1.2,60.0,Good,2,Taxi,19.4,67.0,7,Budget,229999,11.0,5.5,121.0,1
Maruti Suzuki,Hatchback,2007,2,Petrol,Manual,0.8,120.0,Fair,3,Private,19.7,46.3,5,Budget,85000,19.2,6.2,368.6,1
Datsun,Hatchback,2018,12,Petrol,Manual,1.0,7.0,Excellent,1,Private,22.5,67.0,5,Budget,300000,7.3,1.0,53.3,1
Mahindra,SUV,2014,11,Diesel,Manual,2.2,120.0,Good,1,Private,12.0,120.0,7,Mid-Range,675000,11.4,10.5,130.0,2
Mahindra,SUV,2014,5,Diesel,Manual,2.2,145.2,Fair,1,Private,12.0,120.0,7,Mid-Range,700000,11.9,12.2,141.6,2
Mahindra,SUV,2008,5,Diesel,Manual,2.6,110.0,Fair,1,Private,12.7,116.6,8,Mid-Range,400000,17.9,6.1,320.4,2
Renault,Hatchback,2016,11,Petrol,Manual,0.8,30.0,Good,3,Taxi,25.2,53.3,5,Budget,254999,9.4,3.2,88.4,1
Mahindra,SUV,2015,7,Diesel,Manual,2.2,80.0,Good,2,Taxi,15.4,120.0,7,Mid-Range,1050000,10.8,7.4,116.6,2
Maruti Suzuki,Sedan,2013,1,Diesel,Manual,1.2,100.0,Good,1,Private,23.4,74.0,5,Budget,390000,13.2,7.6,174.2,1
Toyota,Sedan,2015,4,Diesel,Manual,1.4,80.0,Excellent,1,Private,23.6,67.0,5,Mid-Range,450000,11.0,7.3,121.0,2
Toyota,MUV,2016,11,Diesel,Automatic,2.8,40.0,Good,2,Taxi,11.4,171.5,7,Mid-Range,1630000,9.4,4.3,88.4,2
Maruti Suzuki,SUV,2017,5,Diesel,Manual,1.2,50.0,Excellent,1,Private,24.3,88.5,5,Budget,725000,8.9,5.6,79.2,1
Tata,SUV,2013,8,Diesel,Manual,2.2,95.5,Good,2,Private,14.0,138.1,7,Budget,466000,12.7,7.5,161.3,1
Ford,Hatchback,2017,12,Petrol,Manual,1.2,40.0,Excellent,2,Private,18.2,86.8,5,Mid-Range,370000,8.3,4.8,68.9,2
Maruti Suzuki,Sedan,2007,12,Petrol,Manual,1.1,70.0,Good,3,Private,18.2,64.0,5,Budget,150000,18.3,3.8,334.9,1
Maruti Suzuki,Hatchback,2017,8,Petrol + CNG,Manual,1.0,15.0,Good,1,Private,23.1,67.0,5,Budget,483000,8.7,1.7,75.7,1
Hyundai,Hatchback,2016,1,Petrol,Manual,1.2,10.0,Good,1,Private,18.9,82.0,5,Mid-Range,470000,10.2,1.0,104.0,2
Maruti Suzuki,SUV,2018,5,Diesel,Manual,1.2,25.0,Excellent,1,Private,24.3,88.5,5,Budget,950000,7.9,3.2,62.4,1
Hyundai,Sedan,2013,10,Petrol,Manual,1.6,50.0,Excellent,3,Private,17.0,121.3,5,Mid-Range,450000,12.5,4.0,156.2,2
Toyota,Hatchback,2011,1,Petrol,Manual,1.5,70.0,Good,1,Private,17.6,88.7,5,Mid-Range,345000,15.2,4.6,231.0,2
Maruti Suzuki,Sedan,2009,1,Petrol,Manual,1.0,60.0,Good,1,Private,19.0,66.1,5,Budget,300000,17.2,3.5,295.8,1
Maruti Suzuki,SUV,2007,2,Petrol,Manual,1.0,74.8,Good,2,Private,18.2,67.1,5,Budget,160000,19.2,3.9,368.6,1
Maruti Suzuki,Hatchback,2004,2,Petrol,Manual,0.8,80.0,Fair,2,Private,16.1,37.0,4,Budget,120000,22.2,3.6,492.8,1
Tata,Sedan,2020,9,Electric (EV),Manual,1.2,40.0,Excellent,1,Private,17.6,88.7,5,Budget,500000,5.6,7.1,31.4,1
Mahindra,SUV,2018,4,Diesel,Manual,2.2,40.0,Excellent,1,Private,16.0,138.0,7,Mid-Range,1350000,8.0,5.0,64.0,2
Hyundai,Hatchback,2017,3,Diesel,Manual,1.2,50.0,Excellent,1,Private,24.0,74.0,5,Mid-Range,455000,9.1,5.5,82.8,2
Hyundai,Sedan,2013,11,Petrol,Manual,0.8,45.0,Good,2,Private,21.1,55.2,5,Mid-Range,165000,12.4,3.6,153.8,2
Maruti Suzuki,Hatchback,2016,1,Petrol,Manual,1.2,23.7,Excellent,1,Private,20.4,81.8,5,Budget,470000,10.2,2.3,104.0,1
Maruti Suzuki,Hatchback,2016,12,Petrol + CNG,Manual,1.2,23.7,Excellent,1,Private,20.4,81.8,5,Budget,470000,9.3,2.5,86.5,1
Jeep,SUV,2019,2,Petrol,Manual,1.4,10.0,Good,1,Private,16.0,160.0,5,Mid-Range,1520000,7.2,1.4,51.8,2
Maruti Suzuki,Sedan,2014,6,Petrol + CNG,Manual,1.0,53.5,Good,1,Private,24.0,67.0,5,Budget,229999,11.8,4.5,139.2,1
Mahindra,Hatchback,2011,9,Diesel,Manual,2.5,100.0,Excellent,2,Private,16.0,63.0,9,Mid-Range,250000,14.6,6.8,213.2,2
Mahindra,SUV,2016,5,Diesel,Manual,2.2,25.0,Good,1,Private,16.0,140.0,7,Mid-Range,1350000,9.9,2.5,98.0,2
Hyundai,Hatchback,2013,4,Petrol,Manual,1.1,80.0,Fair,1,Private,17.9,62.1,5,Mid-Range,220000,13.0,6.2,169.0,2
Hyundai,Hatchback,2015,5,Diesel,Manual,1.1,120.0,Good,1,Private,24.4,71.0,5,Mid-Range,360000,10.9,11.0,118.8,2
Maruti Suzuki,Hatchback,2018,9,Petrol,Manual,1.0,40.0,Excellent,1,Private,24.0,67.0,5,Budget,350000,7.6,5.3,57.8,1
Hyundai,Sedan,2012,12,Diesel,Manual,1.6,70.0,Good,1,Taxi,22.3,126.3,5,Mid-Range,500000,13.3,5.3,176.9,2
Chevrolet,Sedan,2013,7,Diesel,Manual,0.9,90.0,Good,3,Private,25.4,57.6,5,Budget,145000,12.8,7.0,163.8,1
Chevrolet,Hatchback,2014,8,Petrol,Manual,1.2,51.0,Good,1,Private,18.2,82.5,5,Budget,300000,11.7,4.4,136.9,1
Tata,Sedan,2010,4,Diesel,Manual,1.5,87.0,Good,1,Private,18.0,80.0,5,Budget,180000,16.0,5.4,256.0,1
Hyundai,Hatchback,2009,11,Petrol,Manual,1.5,87.0,Good,2,Private,13.2,94.0,5,Mid-Range,180000,16.4,5.3,269.0,2
Mahindra,Hatchback,2006,8,Diesel,Manual,1.5,120.0,Fair,2,Private,18.0,80.0,5,Mid-Range,200000,19.7,6.1,388.1,2
Maruti Suzuki,Sedan,2013,6,Diesel,Manual,1.2,40.0,Good,1,Private,23.4,74.0,5,Budget,530000,12.8,3.1,163.8,1
Renault,SUV,2014,5,Diesel,Manual,1.5,90.0,Good,2,Private,19.0,108.4,5,Budget,620000,11.9,7.6,141.6,1
Toyota,Hatchback,2015,12,Petrol,Manual,1.5,110.0,Good,3,Taxi,16.8,88.7,5,Mid-Range,360000,10.3,10.7,106.1,2
Hyundai,Hatchback,2010,7,Petrol,Manual,1.1,86.0,Good,2,Private,17.9,62.1,5,Mid-Range,245000,15.8,5.4,249.6,2
Maruti Suzuki,Hatchback,2009,6,Diesel,Manual,1.5,120.0,Fair,1,Taxi,18.0,80.0,5,Budget,370000,16.8,7.1,282.2,1
Ford,SUV,2003,3,Petrol,Manual,1.6,80.0,Good,3,Private,14.2,92.0,5,Mid-Range,130000,23.1,3.5,533.6,2
Maruti Suzuki,Hatchback,1999,5,Petrol + CNG,Manual,1.3,65.0,Fair,4,Taxi,15.9,85.0,5,Budget,70000,26.9,2.4,723.6,1
Maruti Suzuki,Sedan,1999,9,Petrol,Manual,1.3,70.0,Fair,4,Taxi,15.9,85.0,5,Budget,70000,26.6,2.6,707.6,1
Ford,SUV,2014,7,Diesel,Manual,1.5,140.0,Good,2,Taxi,25.0,89.8,5,Mid-Range,650000,11.8,11.9,139.2,2
Maruti Suzuki,Hatchback,2019,12,Petrol,Manual,1.2,18.0,Excellent,1,Private,21.2,81.8,5,Budget,610000,6.3,2.9,39.7,1
Maruti Suzuki,SUV,2015,4,Petrol,Manual,1.0,24.0,Good,1,Taxi,24.0,67.0,5,Budget,300000,11.0,2.2,121.0,1
Hyundai,Hatchback,2014,7,Diesel,Manual,1.1,60.0,Good,1,Bharat,24.0,70.0,5,Mid-Range,425000,11.8,5.1,139.2,2
Hyundai,Sedan,2012,5,Diesel,Manual,1.6,150.0,Good,3,Private,22.3,126.3,5,Mid-Range,450000,13.9,10.8,193.2,2
Hyundai,Sedan,2011,11,Diesel,Manual,1.6,108.0,Good,1,Private,22.3,126.3,5,Mid-Range,450000,14.4,7.5,207.4,2
Hyundai,Hatchback,2011,2,Petrol + CNG,Automatic,1.2,60.0,Good,3,Private,17.0,78.9,5,Mid-Range,340000,15.2,3.9,231.0,2
Maruti Suzuki,MUV,2013,6,Diesel,Manual,1.2,90.0,Good,1,Private,20.8,88.8,7,Budget,650000,12.8,7.0,163.8,1
Tata,Sedan,2009,7,Diesel,Manual,1.4,70.0,Excellent,1,Private,19.1,69.0,5,Budget,160000,16.8,4.2,282.2,1
Tata,Hatchback,2014,8,Diesel,Manual,1.4,120.0,Good,1,Private,19.1,70.0,5,Budget,250000,11.7,10.3,136.9,1
Chevrolet,SUV,2012,6,Diesel + CNG,Manual,0.9,100.0,Good,3,Private,25.4,57.6,5,Budget,225000,13.8,7.2,190.4,1
Tata,SUV,2007,8,Diesel,Manual,1.4,76.0,Fair,2,Private,17.9,52.8,5,Budget,55000,18.7,4.1,349.7,1
Maruti Suzuki,SUV,1996,7,Petrol,Manual,0.8,70.0,Fair,3,Private,16.1,37.0,4,Budget,42000,29.8,2.3,888.0,1
Tata,Hatchback,2012,2,Diesel,Manual,1.5,100.0,Good,2,Private,18.0,80.0,5,Budget,250000,14.2,7.0,201.6,1
Hyundai,SUV,2006,6,Diesel,Manual,2.0,128.0,Good,4,Private,12.6,112.0,7,Mid-Range,282000,19.8,6.5,392.0,2
Tata,Hatchback,2007,9,Diesel,Manual,1.4,110.0,Excellent,3,Private,16.8,62.0,5,Budget,80000,18.6,5.9,346.0,1
Maruti Suzuki,Sedan,2016,12,Petrol,Manual,1.2,40.0,Excellent,1,Private,20.8,83.1,5,Budget,500000,9.3,4.3,86.5,1
Ford,Hatchback,2016,6,Diesel,Manual,1.5,70.0,Fair,1,Private,25.8,99.0,5,Mid-Range,500000,9.8,7.1,96.0,2
Maruti Suzuki,Hatchback,2011,4,Diesel,Manual,1.2,60.0,Fair,1,Private,22.9,74.0,5,Budget,400000,15.0,4.0,225.0,1
Mahindra,Sedan,2013,7,Diesel,Manual,2.5,90.0,Excellent,1,Private,16.0,62.1,7,Mid-Range,550000,12.8,7.0,163.8,2
Tata,SUV,2007,3,Diesel,Manual,2.2,70.0,Good,2,Private,13.9,138.1,7,Budget,200000,19.1,3.7,364.8,1
Hyundai,Hatchback,2012,5,Petrol,Manual,1.2,65.0,Good,1,Private,20.4,78.9,5,Mid-Range,280000,13.9,4.7,193.2,2
Maruti Suzuki,Sedan,2014,1,Diesel,Manual,1.2,88.0,Fair,1,Private,23.4,74.0,5,Budget,580000,12.2,7.2,148.8,1
Tata,MUV,2009,10,Diesel,Manual,1.2,80.0,Fair,3,Private,18.8,90.0,5,Budget,100000,16.5,4.8,272.2,1
Mahindra,SUV,2014,3,Diesel,Manual,2.5,60.0,Good,1,Bharat,14.0,75.0,8,Mid-Range,550000,12.1,5.0,146.4,2
Mahindra,SUV,2017,8,Diesel,Manual,1.5,38.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,700000,8.7,4.4,75.7,2
Tata,SUV,2010,9,Petrol,Manual,1.4,80.0,Good,3,Private,15.0,90.0,5,Budget,150000,15.6,5.1,243.4,1
Hyundai,Sedan,2014,9,Petrol,Manual,0.8,60.0,Good,2,Bharat,21.1,55.2,5,Mid-Range,190000,11.6,5.2,134.6,2
Mahindra,Hatchback,2013,10,Diesel,Manual,2.5,110.0,Good,1,Taxi,16.0,62.1,7,Mid-Range,500000,12.5,8.8,156.2,2
Maruti Suzuki,Hatchback,2017,2,Diesel,Manual,1.2,110.0,Good,1,Taxi,25.2,74.0,5,Budget,640000,9.2,12.0,84.6,1
Skoda,Sedan,2011,4,Diesel,Manual,1.2,145.0,Fair,1,Private,20.9,75.0,5,Mid-Range,340000,15.0,9.7,225.0,2
Hyundai,Hatchback,2019,5,Diesel,Manual,1.4,43.0,Excellent,1,Private,22.5,88.8,5,Mid-Range,811000,6.9,6.2,47.6,2
Maruti Suzuki,SUV,2016,3,Diesel,Manual,1.2,120.0,Good,1,Taxi,23.2,73.9,5,Budget,409999,10.1,11.9,102.0,1
Maruti Suzuki,Hatchback,2007,11,Petrol,Manual,1.3,136.0,Good,2,Taxi,16.1,88.2,5,Budget,220000,18.4,7.4,338.6,1
Tata,Sedan,2013,1,Diesel,Manual,1.4,120.0,Good,2,Private,17.9,48.2,5,Budget,170000,13.2,9.1,174.2,1
Hyundai,Hatchback,2018,6,Petrol,Manual,1.2,25.0,Excellent,1,Private,18.6,81.9,5,Mid-Range,700000,7.8,3.2,60.8,2
Mahindra,SUV,2015,10,Diesel,Manual,2.2,80.0,Excellent,2,Private,15.4,120.0,7,Mid-Range,950000,10.5,7.6,110.2,2
Hyundai,MUV,2003,2,Petrol,Manual,1.6,40.0,Good,2,Private,14.4,94.0,5,Mid-Range,80000,23.2,1.7,538.2,2
Jaguar,Sedan,2017,9,Diesel,Automatic,2.0,9.0,Excellent,1,Private,13.6,177.0,5,Premium,2711000,8.6,1.0,74.0,3
Lexus,Hatchback,2019,1,Petrol,Automatic,2.5,20.0,Excellent,1,Private,22.4,214.6,5,Premium,5150000,7.2,2.8,51.8,3
Jaguar,SUV,2017,11,Diesel,Automatic,2.0,45.0,Excellent,1,Private,19.3,177.0,5,Premium,3200000,8.4,5.4,70.6,3
Tata,SUV,2015,9,Diesel,Manual,2.2,110.0,Fair,1,Private,14.1,147.9,7,Budget,503000,10.6,10.4,112.4,1
Volvo,SUV,2019,7,Diesel,Automatic,2.0,20.0,Excellent,1,Private,18.0,190.0,5,Premium,3800000,6.8,2.9,46.2,3
Toyota,Sedan,2016,11,Petrol,Automatic,2.5,68.1,Excellent,1,Private,19.2,157.7,5,Mid-Range,2000000,9.4,7.2,88.4,2
Maruti Suzuki,Hatchback,2013,10,Petrol,Manual,1.0,58.3,Excellent,1,Private,21.8,67.0,5,Budget,225000,12.5,4.7,156.2,1
Maruti Suzuki,Hatchback,2018,2,Diesel,Manual,1.2,38.8,Excellent,1,Private,27.4,74.0,5,Budget,740000,8.2,4.7,67.2,1
Honda,Hatchback,2016,6,Petrol,Manual,1.2,56.5,Excellent,1,Private,18.2,88.7,5,Mid-Range,550000,9.8,5.8,96.0,2
Toyota,MUV,2013,8,Diesel,Manual,2.5,79.3,Good,2,Private,13.0,100.6,7,Mid-Range,750000,12.7,6.2,161.3,2
Maruti Suzuki,Hatchback,2019,2,Petrol,Automatic,1.2,5.6,Excellent,1,Private,22.0,81.8,5,Budget,650000,7.2,0.8,51.8,1
Toyota,Hatchback,2017,5,Petrol,Manual,1.5,25.5,Good,1,Private,16.8,88.7,5,Mid-Range,625000,8.9,2.9,79.2,2
Maruti Suzuki,Hatchback,2018,12,Petrol,Automatic,1.2,69.8,Excellent,1,Private,22.0,81.8,5,Budget,600000,7.3,9.6,53.3,1
Hyundai,Hatchback,2017,11,Diesel,Manual,1.2,56.3,Excellent,1,Private,24.0,74.0,5,Mid-Range,450000,8.4,6.7,70.6,2
BMW,SUV,2019,6,Diesel,Automatic,2.0,7.5,Good,1,Private,16.8,190.0,5,Premium,5400000,6.8,1.1,46.2,3
BMW,SUV,2019,3,Diesel,Automatic,2.0,8.5,Excellent,1,Private,16.8,190.0,5,Premium,5500000,7.1,1.2,50.4,3
Honda,Sedan,2019,12,Petrol,Automatic,1.2,7.0,Excellent,1,Private,19.0,88.8,5,Mid-Range,779000,6.3,1.1,39.7,2
Skoda,Sedan,2016,2,Petrol,Automatic,1.6,11.0,Excellent,1,Taxi,14.3,103.5,5,Mid-Range,645000,10.2,1.1,104.0,2
Volvo,SUV,2018,11,Diesel,Automatic,2.0,2.0,Excellent,1,Private,16.8,150.0,5,Premium,2475000,7.4,0.3,54.8,3
Maruti Suzuki,Sedan,2014,6,Diesel,Manual,1.2,120.0,Good,2,Private,23.4,74.0,5,Budget,420000,11.8,10.2,139.2,1
Maruti Suzuki,Hatchback,2018,3,Diesel,Manual,1.2,35.0,Excellent,1,Private,25.1,88.5,5,Budget,899000,8.1,4.3,65.6,1
Datsun,SUV,2019,2,Petrol,Manual,1.2,35.0,Excellent,1,Private,19.8,67.0,5,Budget,459999,7.2,4.9,51.8,1
Hyundai,Sedan,2008,1,Diesel,Manual,1.5,120.0,Fair,2,Taxi,18.1,110.0,5,Mid-Range,150000,18.2,6.6,331.2,2
Renault,Hatchback,2017,8,Petrol,Manual,1.0,25.0,Excellent,1,Private,23.0,67.0,5,Budget,350000,8.7,2.9,75.7,1
Toyota,Hatchback,2015,1,Diesel,Manual,1.4,100.0,Good,2,Taxi,23.6,67.0,5,Mid-Range,509999,11.2,8.9,125.4,2
Mahindra,SUV,2013,12,Diesel,Manual,2.5,120.0,Fair,3,Private,16.0,62.1,9,Mid-Range,500000,12.3,9.8,151.3,2
Tata,Hatchback,2017,5,Petrol,Manual,1.2,35.0,Good,1,Taxi,17.6,88.7,5,Budget,370000,8.9,3.9,79.2,1
Maruti Suzuki,Sedan,2013,11,Petrol,Manual,1.0,44.0,Fair,2,Private,20.9,67.1,5,Budget,240000,12.4,3.5,153.8,1
Hyundai,Hatchback,2015,6,Diesel,Manual,1.4,100.0,Good,2,Taxi,22.5,88.7,5,Mid-Range,530000,10.8,9.3,116.6,2
Mahindra,SUV,2015,11,Diesel,Manual,2.2,133.0,Fair,2,Private,15.4,120.0,7,Mid-Range,1000000,10.4,12.8,108.2,2
Toyota,MUV,2018,12,Diesel,Manual,2.4,35.0,Excellent,2,Private,13.7,147.8,7,Mid-Range,1600000,7.3,4.8,53.3,2
Hyundai,Hatchback,2014,12,Petrol,Manual,1.2,64.0,Excellent,1,Private,20.4,78.9,5,Mid-Range,350000,11.3,5.7,127.7,2
Mahindra,SUV,2015,3,Diesel,Automatic,2.2,70.0,Excellent,1,Private,16.0,140.0,7,Mid-Range,1100000,11.1,6.3,123.2,2
Hyundai,Hatchback,2011,7,Petrol,Manual,1.2,70.0,Good,1,Private,18.5,80.0,5,Mid-Range,220000,14.8,4.7,219.0,2
Hyundai,Hatchback,2015,2,Petrol,Manual,1.2,100.0,Good,1,Private,18.9,82.0,5,Mid-Range,350000,11.2,8.9,125.4,2
Maruti Suzuki,Hatchback,2013,7,Diesel,Manual,1.2,90.0,Good,2,Private,22.9,74.0,5,Budget,370000,12.8,7.0,163.8,1
Maruti Suzuki,Sedan,2014,2,Petrol,Manual,1.3,50.0,Good,1,Private,17.5,85.8,5,Budget,220000,12.2,4.1,148.8,1
Chevrolet,Hatchback,2013,5,Diesel,Manual,1.2,80.0,Fair,1,Private,22.1,76.9,5,Budget,200000,12.9,6.2,166.4,1
Mahindra,Sedan,2017,7,Diesel,Manual,1.2,50.0,Excellent,1,Private,25.3,77.0,6,Mid-Range,400000,8.8,5.7,77.4,2
Fiat,Sedan,2009,11,Petrol,Manual,1.4,55.0,Excellent,1,Private,14.6,88.7,5,Budget,150000,16.4,3.4,269.0,1
Toyota,MUV,2020,11,Petrol,Automatic,2.7,40.0,Excellent,1,Private,10.8,163.7,8,Mid-Range,1500000,5.4,7.4,29.2,2
Maruti Suzuki,Minivan,2011,3,Petrol,Manual,0.8,70.0,Good,2,Private,14.0,35.0,5,Budget,130000,15.1,4.6,228.0,1
Maruti Suzuki,Sedan,2013,11,Petrol,Manual,0.8,80.0,Good,2,Private,22.7,47.3,5,Budget,185000,12.4,6.5,153.8,1
Hyundai,Hatchback,2010,4,Petrol,Manual,1.1,80.0,Good,2,Private,0.0,62.1,5,Mid-Range,110000,16.0,5.0,256.0,2
Mahindra,MUV,2012,1,Diesel + CNG,Manual,2.5,120.0,Good,1,Private,16.0,62.1,7,Mid-Range,450000,14.2,8.5,201.6,2
Hyundai,Hatchback,2018,3,Petrol,Manual,1.2,20.0,Excellent,2,Private,18.9,81.9,5,Mid-Range,500000,8.1,2.5,65.6,2
Ford,SUV,2017,9,Petrol,Manual,1.5,31.6,Excellent,1,Private,17.0,121.4,5,Mid-Range,570000,8.6,3.7,74.0,2
Mahindra,SUV,2013,10,Diesel,Manual,2.2,85.7,Excellent,1,Private,15.1,140.0,7,Mid-Range,650000,12.5,6.9,156.2,2
Toyota,SUV,2012,5,Diesel,Manual,3.0,129.6,Good,1,Private,11.5,171.0,7,Mid-Range,1680000,13.9,9.3,193.2,2
Datsun,SUV,2018,8,Petrol,Manual,0.8,10.0,Excellent,1,Private,22.7,53.6,5,Budget,250000,7.7,1.3,59.3,1
Hyundai,Hatchback,2014,2,Petrol,Manual,1.2,15.0,Good,1,Private,20.4,78.9,5,Mid-Range,320000,12.2,1.2,148.8,2
Maruti Suzuki,Hatchback,2017,3,Petrol + CNG,Automatic,1.0,35.0,Excellent,1,Private,20.5,67.0,5,Budget,440000,9.1,3.8,82.8,1
Hyundai,Hatchback,2013,7,Petrol,Manual,1.2,49.0,Good,2,Taxi,18.5,82.8,5,Mid-Range,315000,12.8,3.8,163.8,2
Hyundai,Hatchback,2007,10,Petrol,Manual,1.5,70.0,Good,3,Private,18.0,80.0,5,Mid-Range,100000,18.5,3.8,342.2,2
Tata,MUV,2010,4,Diesel,Manual,1.2,158.0,Good,1,Private,18.8,90.0,5,Budget,202999,16.0,9.9,256.0,1
Hyundai,Sedan,2012,9,Petrol,Manual,0.8,30.0,Good,2,Private,21.1,55.2,5,Mid-Range,179000,13.6,2.2,185.0,2
Hyundai,Hatchback,2008,7,Petrol + CNG,Manual,1.2,60.0,Fair,2,Private,20.4,78.9,5,Mid-Range,140000,17.8,3.4,316.8,2
Maruti Suzuki,Sedan,2008,11,Petrol + CNG,Manual,1.1,40.0,Good,2,Private,18.2,64.0,5,Budget,150000,17.4,2.3,302.8,1
Mahindra,Hatchback,2011,12,Diesel,Manual,2.5,60.0,Excellent,2,Private,13.6,63.0,7,Mid-Range,440000,14.3,4.2,204.5,2
Ford,Hatchback,2011,1,Diesel,Manual,1.4,55.1,Excellent,2,Private,20.0,68.0,5,Mid-Range,250000,15.2,3.6,231.0,2
Maruti Suzuki,Hatchback,2014,4,Petrol,Manual,1.0,22.0,Excellent,1,Private,20.5,67.0,5,Budget,330000,12.0,1.8,144.0,1
Ford,Hatchback,2010,10,Petrol,Manual,1.2,48.0,Excellent,1,Private,15.6,70.0,5,Mid-Range,250000,15.5,3.1,240.2,2
Hyundai,Hatchback,2012,11,Petrol,Manual,1.2,45.0,Excellent,1,Private,18.5,82.8,5,Mid-Range,335000,13.4,3.4,179.6,2
Mahindra,SUV,2016,6,Diesel,Manual,2.2,22.5,Excellent,1,Private,16.0,140.0,7,Mid-Range,1025000,9.8,2.3,96.0,2
